CPT_id	classType	ui	suppressible	obsolete	rootSource	atomCount	cVMemberCount	attributes	atoms	ancestors	parents	children	descendants	relations	definitions	concepts	defaultPreferredAtom	name
0301U	SourceAtomCluster	0301U	False	False	CPT	5	0					NONE	NONE		NONE	C5702154;C5702155		Infectious agent detection by nucleic acid (DNA or RNA), Bartonella henselae and Bartonella quintana, droplet digital PCR (ddPCR)
0302U	SourceAtomCluster	0302U	False	False	CPT	5	0					NONE	NONE		NONE	C5702156;C5702157		Infectious agent detection by nucleic acid (DNA or RNA), Bartonella henselae and Bartonella quintana, droplet digital PCR (ddPCR); following liquid enrichment
0303U	SourceAtomCluster	0303U	False	False	CPT	6	0					NONE	NONE		NONE	C5702159;C5702161;C5702160		Hematology, red blood cell (RBC) adhesion to endothelial/subendothelial adhesion molecules, functional assessment, whole blood, with algorithmic analysis and result reported as an RBC adhesion index; hypoxic
0304U	SourceAtomCluster	0304U	False	False	CPT	6	0					NONE	NONE		NONE	C5702162;C5702164;C5702163		Hematology, red blood cell (RBC) adhesion to endothelial/subendothelial adhesion molecules, functional assessment, whole blood, with algorithmic analysis and result reported as an RBC adhesion index; normoxic
0305U	SourceAtomCluster	0305U	False	False	CPT	5	0					NONE	NONE		NONE	C5702165		Hematology, red blood cell (RBC) functionality and deformity as a function of shear stress, whole blood, reported as a maximum elongation index
0306U	SourceAtomCluster	0306U	False	False	CPT	5	0					NONE	NONE		NONE	C5702166		Oncology (minimal residual disease [MRD]), next-generation targeted sequencing analysis, cell-free DNA, initial (baseline) assessment to determine a patient-specific panel for future comparisons to evaluate for MRD
0307U	SourceAtomCluster	0307U	False	False	CPT	5	0					NONE	NONE		NONE	C5702167		Oncology (minimal residual disease [MRD]), next-generation targeted sequencing analysis of a patient-specific panel, cell-free DNA, subsequent assessment with comparison to previously analyzed patient specimens to evaluate for MRD
0308U	SourceAtomCluster	0308U	False	False	CPT	5	0					NONE	NONE		NONE	C5702168;C5851905		Cardiology (coronary artery disease [CAD]), analysis of 3 proteins (high sensitivity [hs] troponin, adiponectin, and kidney injury molecule-1 [KIM-1]) with 3 clinical parameters (age, sex, history of cardiac intervention), plasma, algorithm reported as a risk score for obstructive CAD
0309U	SourceAtomCluster	0309U	False	False	CPT	5	0					NONE	NONE		NONE	C5702169		Cardiology (cardiovascular disease), analysis of 4 proteins (NT-proBNP, osteopontin, tissue inhibitor of metalloproteinase-1 [TIMP-1], and kidney injury molecule-1 [KIM-1]), plasma, algorithm reported as a risk score for major adverse cardiac event
0310U	SourceAtomCluster	0310U	False	False	CPT	5	0					NONE	NONE		NONE	C5702170;C5702171		Pediatrics (vasculitis, Kawasaki disease [KD]), analysis of 3 biomarkers (NT-proBNP, C-reactive protein, and T-uptake), plasma, algorithm reported as a risk score for KD
0311U	SourceAtomCluster	0311U	False	False	CPT	5	0					NONE	NONE		NONE	C5702172		Infectious disease (bacterial), quantitative antimicrobial susceptibility reported as phenotypic minimum inhibitory concentration (MIC)-based antimicrobial susceptibility for each organism identified
0312U	SourceAtomCluster	0312U	False	False	CPT	6	0					NONE	NONE		NONE	C5702173;C5702175;C5702174		Autoimmune diseases (eg, systemic lupus erythematosus [SLE]), analysis of 8 IgG autoantibodies and 2 cell-bound complement activation products using enzyme-linked immunosorbent immunoassay (ELISA), flow cytometry and indirect immunofluorescence, serum, or plasma and whole blood, individual components reported along with an algorithmic SLE-likelihood assessment
0313U	SourceAtomCluster	0313U	False	False	CPT	5	0					NONE	NONE		NONE	C5702176		Oncology (pancreas), DNA and mRNA next-generation sequencing analysis of 74 genes and analysis of CEA (CEACAM5) gene expression, pancreatic cyst fluid, algorithm reported as a categorical result (ie, negative, low probability of neoplasia or positive, high probability of neoplasia)
0314U	SourceAtomCluster	0314U	False	False	CPT	5	0					NONE	NONE		NONE	C5702178;C5702177		Oncology (cutaneous melanoma), mRNA gene expression profiling by RT-PCR of 35 genes (32 content and 3 housekeeping), utilizing formalin-fixed paraffin-embedded (FFPE) tissue, algorithm reported as a categorical result (ie, benign, intermediate, malignant)
0315U	SourceAtomCluster	0315U	False	False	CPT	5	0					NONE	NONE		NONE	C5702179		Oncology (cutaneous squamous cell carcinoma), mRNA gene expression profiling by RT-PCR of 40 genes (34 content and 6 housekeeping), utilizing formalin-fixed paraffin-embedded (FFPE) tissue, algorithm reported as a categorical risk result (ie, Class 1, Class 2A, Class 2B)
0316U	SourceAtomCluster	0316U	False	False	CPT	5	0					NONE	NONE		NONE	C5702180		Borrelia burgdorferi (Lyme disease), OspA protein evaluation, urine
0317U	SourceAtomCluster	0317U	False	False	CPT	5	0					NONE	NONE		NONE	C5702181		Oncology (lung cancer), four-probe FISH (3q29, 3p22.1, 10q22.3, 10cen) assay, whole blood, predictive algorithm-generated evaluation reported as decreased or increased risk for lung cancer
0318U	SourceAtomCluster	0318U	False	False	CPT	5	0					NONE	NONE		NONE	C5702183;C5702182		Pediatrics (congenital epigenetic disorders), whole genome methylation analysis by microarray for 50 or more genes, blood
0319U	SourceAtomCluster	0319U	False	False	CPT	5	0					NONE	NONE		NONE	C5702184		Nephrology (renal transplant), RNA expression by select transcriptome sequencing, using pretransplant peripheral blood, algorithm reported as a risk score for early acute rejection
0320U	SourceAtomCluster	0320U	False	False	CPT	5	0					NONE	NONE		NONE	C5702185		Nephrology (renal transplant), RNA expression by select transcriptome sequencing, using posttransplant peripheral blood, algorithm reported as a risk score for acute cellular rejection
0321U	SourceAtomCluster	0321U	False	False	CPT	6	0					NONE	NONE		NONE	C5702186;C5702187		Infectious agent detection by nucleic acid (DNA or RNA), genitourinary pathogens, identification of 20 bacterial and fungal organisms and identification of 16 associated antibiotic-resistance genes, multiplex amplified probe technique
0322U	SourceAtomCluster	0322U	False	False	CPT	5	0					NONE	NONE		NONE	C5702188		Neurology (autism spectrum disorder [ASD]), quantitative measurements of 14 acyl carnitines and microbiome-derived metabolites, liquid chromatography with tandem mass spectrometry (LC-MS/MS), plasma, results reported as negative or positive for risk of metabolic subtypes associated with ASD
0323U	SourceAtomCluster	0323U	False	False	CPT	8	0					NONE	NONE		NONE	C5702193;C5702190;C5702189;C5702191;C5702192		Infectious agent detection by nucleic acid (DNA and RNA), central nervous system pathogen, metagenomic next-generation sequencing, cerebrospinal fluid (CSF), identification of pathogenic bacteria, viruses, parasites, or fungi
0326U	SourceAtomCluster	0326U	False	False	CPT	5	0					NONE	NONE		NONE	C5702196;C5702197		Targeted genomic sequence analysis panel, solid organ neoplasm, cell-free circulating DNA analysis of 83 or more genes, interrogation for sequence variants, gene copy number amplifications, gene rearrangements, microsatellite instability and tumor mutational burden
0327U	SourceAtomCluster	0327U	False	False	CPT	6	0					NONE	NONE		NONE	C5702198;C5702200;C5702199		Fetal aneuploidy (trisomy 13, 18, and 21), DNA sequence analysis of selected regions using maternal plasma, algorithm reported as a risk score for each trisomy, includes sex reporting, if performed
0328U	SourceAtomCluster	0328U	False	False	CPT	5	0					NONE	NONE		NONE	C5702202;C5702201		Drug assay, definitive, 120 or more drugs and metabolites, urine, quantitative liquid chromatography with tandem mass spectrometry (LC-MS/MS), includes specimen validity and algorithmic analysis describing drug or metabolite and presence or absence of risks for a significant patient-adverse event, per date of service
0329U	SourceAtomCluster	0329U	False	False	CPT	6	0					NONE	NONE		NONE	C5702204;C5702205;C5702203;C5702206		Oncology (neoplasia), exome and transcriptome sequence analysis for sequence variants, gene copy number amplifications and deletions, gene rearrangements, microsatellite instability and tumor mutational burden utilizing DNA and RNA from tumor with DNA from normal blood or saliva for subtraction, report of clinically significant mutation(s) with therapy associations
0330T	SourceAtomCluster	0330T	False	False	CPT	4	0					NONE	NONE		NONE	C3704187;C3702532		Tear film imaging, unilateral or bilateral, with interpretation and report
0330U	SourceAtomCluster	0330U	False	False	CPT	5	0					NONE	NONE		NONE	C5702207;C5702208		Infectious agent detection by nucleic acid (DNA or RNA), vaginal pathogen panel, identification of 27 organisms, amplified probe technique, vaginal swab
0331T	SourceAtomCluster	0331T	False	False	CPT	4	0					NONE	NONE		NONE	C3704188;C3702533		Myocardial sympathetic innervation imaging, planar qualitative and quantitative assessment
0331U	SourceAtomCluster	0331U	False	False	CPT	6	0					NONE	NONE		NONE	C5702209;C5702212;C5702211;C5702210		Oncology (hematolymphoid neoplasia), optical genome mapping for copy number alterations and gene rearrangements utilizing DNA from blood or bone marrow, report of clinically significant alterations
0332T	SourceAtomCluster	0332T	False	False	CPT	4	0					NONE	NONE		NONE	C3704189;C3702534		Myocardial sympathetic innervation imaging, planar qualitative and quantitative assessment; with tomographic SPECT
0332U	SourceAtomCluster	0332U	False	False	CPT	5	0					NONE	NONE		NONE	C5702213;C5702214		Oncology (pan-tumor), genetic profiling of 8 DNA-regulatory (epigenetic) markers by quantitative polymerase chain reaction (qPCR), whole blood, reported as a high or low probability of responding to immune checkpoint-inhibitor therapy
0333U	SourceAtomCluster	0333U	False	False	CPT	5	0					NONE	NONE		NONE	C5702215;C5702216		Oncology (liver), surveillance for hepatocellular carcinoma (HCC) in high-risk patients, analysis of methylation patterns on circulating cell-free DNA (cfDNA) plus measurement of serum of AFP/AFP-L3 and oncoprotein des-gamma-carboxy-prothrombin (DCP), algorithm reported as normal or abnormal result
0334U	SourceAtomCluster	0334U	False	False	CPT	5	0					NONE	NONE		NONE	C5702217;C5702218		Oncology (solid organ), targeted genomic sequence analysis, formalin-fixed paraffin-embedded (FFPE) tumor tissue, DNA analysis, 84 or more genes, interrogation for sequence variants, gene copy number amplifications, gene rearrangements, microsatellite instability and tumor mutational burden
0335U	SourceAtomCluster	0335U	False	False	CPT	5	0					NONE	NONE		NONE	C5702219		Rare diseases (constitutional/heritable disorders), whole genome sequence analysis, including small sequence changes, copy number variants, deletions, duplications, mobile element insertions, uniparental disomy (UPD), inversions, aneuploidy, mitochondrial genome sequence analysis with heteroplasmy and large deletions, short tandem repeat (STR) gene expansions, fetal sample, identification and categorization of genetic variants
0336U	SourceAtomCluster	0336U	False	False	CPT	8	0					NONE	NONE		NONE	C5702223;C5702224;C5702220;C5702222;C5702225;C5702221		Rare diseases (constitutional/heritable disorders), whole genome sequence analysis, including small sequence changes, copy number variants, deletions, duplications, mobile element insertions, uniparental disomy (UPD), inversions, aneuploidy, mitochondrial genome sequence analysis with heteroplasmy and large deletions, short tandem repeat (STR) gene expansions, blood or saliva, identification and categorization of genetic variants, each comparator genome (eg, parent)
0337U	SourceAtomCluster	0337U	False	False	CPT	5	0					NONE	NONE		NONE	C5702226;C5702227		Oncology (plasma cell disorders and myeloma), circulating plasma cell immunologic selection, identification, morphological characterization, and enumeration of plasma cells based on differential CD138, CD38, CD19, and CD45 protein biomarker expression, peripheral blood
0338U	SourceAtomCluster	0338U	False	False	CPT	5	0					NONE	NONE		NONE	C5702228;C5702229		Oncology (solid tumor), circulating tumor cell selection, identification, morphological characterization, detection and enumeration based on differential EpCAM, cytokeratins 8, 18, and 19, and CD45 protein biomarkers, and quantification of HER2 protein biomarker-expressing cells, peripheral blood
0339U	SourceAtomCluster	0339U	False	False	CPT	5	0					NONE	NONE		NONE	C5702230;C5702231		Oncology (prostate), mRNA expression profiling of HOXC6 and DLX1, reverse transcription polymerase chain reaction (RT-PCR), first-void urine following digital rectal examination, algorithm reported as probability of high-grade cancer
0340U	SourceAtomCluster	0340U	False	False	CPT	6	0					NONE	NONE		NONE	C5702232;C5702233;C5702234		Oncology (pan-cancer), analysis of minimal residual disease (MRD) from plasma, with assays personalized to each patient based on prior next-generation sequencing of the patient's tumor and germline DNA, reported as absence or presence of MRD, with disease-burden correlation, if appropriate
0341U	SourceAtomCluster	0341U	False	False	CPT	5	0					NONE	NONE		NONE	C5702235;C5702236		Fetal aneuploidy DNA sequencing comparative analysis, fetal DNA from products of conception, reported as normal (euploidy), monosomy, trisomy, or partial deletion/duplication, mosaicism, and segmental aneuploid
0342U	SourceAtomCluster	0342U	False	False	CPT	5	0					NONE	NONE		NONE	C5702238;C5702237		Oncology (pancreatic cancer), multiplex immunoassay of C5, C4, cystatin C, factor B, osteoprotegerin (OPG), gelsolin, IGFBP3, CA125 and multiplex electrochemiluminescent immunoassay (ECLIA) for CA19-9, serum, diagnostic algorithm reported qualitatively as positive, negative, or borderline
0343U	SourceAtomCluster	0343U	False	False	CPT	5	0					NONE	NONE		NONE	C5702239;C5702240		Oncology (prostate), exosome-based analysis of 442 small noncoding RNAs (sncRNAs) by quantitative reverse transcription polymerase chain reaction (RT-qPCR), urine, reported as molecular evidence of no-, low-, intermediate- or high-risk of prostate cancer
0344U	SourceAtomCluster	0344U	False	False	CPT	5	0					NONE	NONE		NONE	C5702242;C5702241		Hepatology (nonalcoholic fatty liver disease [NAFLD]), semiquantitative evaluation of 28 lipid markers by liquid chromatography with tandem mass spectrometry (LC-MS/MS), serum, reported as at-risk for nonalcoholic steatohepatitis (NASH) or not NASH
0345U	SourceAtomCluster	0345U	False	False	CPT	5	0					NONE	NONE		NONE	C5702243;C5702245;C5702244		Psychiatry (eg, depression, anxiety, attention deficit hyperactivity disorder [ADHD]), genomic analysis panel, variant analysis of 15 genes, including deletion/duplication analysis of CYP2D6
0347U	SourceAtomCluster	0347U	False	False	CPT	6	0					NONE	NONE		NONE	C5702247;C5702250;C5702248;C5702249		Drug metabolism or processing (multiple conditions), whole blood or buccal specimen, DNA analysis, 16 gene report, with variant analysis and reported phenotypes
0348U	SourceAtomCluster	0348U	False	False	CPT	6	0					NONE	NONE		NONE	C5702251;C5702253;C5702254;C5702252		Drug metabolism or processing (multiple conditions), whole blood or buccal specimen, DNA analysis, 25 gene report, with variant analysis and reported phenotypes
0349U	SourceAtomCluster	0349U	False	False	CPT	6	0					NONE	NONE		NONE	C5702255;C5702257;C5702256;C5702258		Drug metabolism or processing (multiple conditions), whole blood or buccal specimen, DNA analysis, 27 gene report, with variant analysis, including reported phenotypes and impacted gene-drug interactions
0350U	SourceAtomCluster	0350U	False	False	CPT	6	0					NONE	NONE		NONE	C5702259;C5702261;C5702260;C5702262		Drug metabolism or processing (multiple conditions), whole blood or buccal specimen, DNA analysis, 27 gene report, with variant analysis and reported phenotypes
0351U	SourceAtomCluster	0351U	False	False	CPT	5	0					NONE	NONE		NONE	C5702264;C5702265;C5702263		Infectious disease (bacterial or viral), biochemical assays, tumor necrosis factor-related apoptosis-inducing ligand (TRAIL), interferon gamma-induced protein-10 (IP-10), and C-reactive protein, serum, or venous whole blood, algorithm reported as likelihood of bacterial infection
0355U	SourceAtomCluster	0355U	False	False	CPT	6	0					NONE	NONE		NONE	C5702960		APOL1 (apolipoprotein L1) (eg, chronic kidney disease), risk variants (G1, G2)
0356U	SourceAtomCluster	0356U	False	False	CPT	5	0					NONE	NONE		NONE	C5944589;C5771752;C5944588		Oncology (oropharyngeal or anal), evaluation of 17 DNA biomarkers using droplet digital PCR (ddPCR), cell-free DNA, algorithm reported as a prognostic risk score for cancer recurrence
0358U	SourceAtomCluster	0358U	False	False	CPT	5	0					NONE	NONE		NONE	C5771754;C5851907		Neurology (mild cognitive impairment), analysis of β-amyloid 1-42 and 1-40, chemiluminescence enzyme immunoassay, cerebral spinal fluid, reported as positive, likely positive, or negative
0359U	SourceAtomCluster	0359U	False	False	CPT	5	0					NONE	NONE		NONE	C5771755;C5851908		Oncology (prostate cancer), analysis of all prostate-specific antigen (PSA) structural isoforms by phase separation and immunoassay, plasma, algorithm reports risk of cancer
0360U	SourceAtomCluster	0360U	False	False	CPT	5	0					NONE	NONE		NONE	C5771756;C5851909		Oncology (lung), enzyme-linked immunosorbent assay (ELISA) of 7 autoantibodies (p53, NY-ESO-1, CAGE, GBU4-5, SOX2, MAGE A4, and HuD), plasma, algorithm reported as a categorical result for risk of malignancy
0362U	SourceAtomCluster	0362U	False	False	CPT	7	0					NONE	NONE		NONE	C5771758;C5851911;C5851912;C5851910		Oncology (papillary thyroid cancer), gene-expression profiling via targeted hybrid capture-enrichment RNA sequencing of 82 content genes and 10 housekeeping genes, fine needle aspirate or formalin-fixed paraffin-embedded (FFPE) tissue, algorithm reported as one of three molecular subtypes
0363U	SourceAtomCluster	0363U	False	False	CPT	5	0					NONE	NONE		NONE	C5771759;C5851913		Oncology (urothelial), mRNA, gene-expression profiling by real-time quantitative PCR of 5 genes (MDK, HOXA13, CDC2 [CDK1], IGFBP5, and CXCR2), utilizing urine, algorithm incorporates age, sex, smoking history, and macrohematuria frequency, reported as a risk score for having urothelial carcinoma
0364U	SourceAtomCluster	0364U	False	False	CPT	5	0					NONE	NONE		NONE	C5851914;C5851915;C5851916		Oncology (hematolymphoid neoplasm), genomic sequence analysis using multiplex (PCR) and next-generation sequencing with algorithm, quantification of dominant clonal sequence(s), reported as presence or absence of minimal residual disease (MRD) with quantitation of disease burden, when appropriate
0365U	SourceAtomCluster	0365U	False	False	CPT	5	0					NONE	NONE		NONE	C5851918;C5851917		Oncology (bladder), analysis of 10 protein biomarkers (A1AT, ANG, APOE, CA9, IL8, MMP9, MMP10, PAI1, SDC1, and VEGFA) by immunoassays, urine, algorithm reported as a probability of bladder cancer
0366U	SourceAtomCluster	0366U	False	False	CPT	5	0					NONE	NONE		NONE	C5851919;C5851920		Oncology (bladder), analysis of 10 protein biomarkers (A1AT, ANG, APOE, CA9, IL8, MMP9, MMP10, PAI1, SDC1, and VEGFA) by immunoassays, urine, algorithm reported as a probability of recurrent bladder cancer
0367U	SourceAtomCluster	0367U	False	False	CPT	7	0					NONE	NONE		NONE	C5851922;C5851924;C5851925;C5851921;C5851923		Oncology (bladder), analysis of 10 protein biomarkers (A1AT, ANG, APOE, CA9, IL8, MMP9, MMP10, PAI1, SDC1, and VEGFA) by immunoassays, urine, diagnostic algorithm reported as a risk score for probability of rapid recurrence of recurrent or persistent cancer following transurethral resection
0368U	SourceAtomCluster	0368U	False	False	CPT	7	0					NONE	NONE		NONE	C5851926;C5851927;C5851929;C5851928		Oncology (colorectal cancer), evaluation for mutations of APC, BRAF, CTNNB1, KRAS, NRAS, PIK3CA, SMAD4, and TP53, and methylation markers (MYO1G, KCNQ5, C9ORF50, FLI1, CLIP4, ZNF132, and TWIST1), multiplex quantitative polymerase chain reaction (qPCR), circulating cell-free DNA (cfDNA), plasma, report of risk score for advanced adenoma or colorectal cancer
0371U	SourceAtomCluster	0371U	False	False	CPT	7	0					NONE	NONE		NONE	C5851943;C5851944;C5851940;C5851941;C5851942		Infectious agent detection by nucleic acid (DNA or RNA), genitourinary pathogen, semiquantitative identification, DNA from 16 bacterial organisms and 1 fungal organism, multiplex amplified probe technique via quantitative polymerase chain reaction (qPCR), urine
0372U	SourceAtomCluster	0372U	False	False	CPT	5	0					NONE	NONE		NONE	C5851945;C5851946		Infectious disease (genitourinary pathogens), antibiotic-resistance gene detection, multiplex amplified probe technique, urine, reported as an antimicrobial stewardship risk score
0375U	SourceAtomCluster	0375U	False	False	CPT	5	0					NONE	NONE		NONE	C5851961;C5851962		Oncology (ovarian), biochemical assays of 7 proteins (follicle stimulating hormone, human epididymis protein 4, apolipoprotein A-1, transferrin, beta-2 macroglobulin, prealbumin [ie, transthyretin], and cancer antigen 125), algorithm reported as ovarian cancer risk score
0376U	SourceAtomCluster	0376U	False	False	CPT	5	0					NONE	NONE		NONE	C5851963;C5851965;C5851964		Oncology (prostate cancer), image analysis of at least 128 histologic features and clinical factors, prognostic algorithm determining the risk of distant metastases, and prostate cancer-specific mortality, includes predictive algorithm to androgen deprivation-therapy response, if appropriate
0377U	SourceAtomCluster	0377U	False	False	CPT	5	0					NONE	NONE		NONE	C5851966;C5851967		Cardiovascular disease, quantification of advanced serum or plasma lipoprotein profile, by nuclear magnetic resonance (NMR) spectrometry with report of a lipoprotein profile (including 23 variables)
0378U	SourceAtomCluster	0378U	False	False	CPT	8	0					NONE	NONE		NONE	C5851968;C5851969;C5851972;C5851970;C5851971		RFC1 (replication factor C subunit 1), repeat expansion variant analysis by traditional and repeat-primed PCR, blood, saliva, or buccal swab
0379U	SourceAtomCluster	0379U	False	False	CPT	5	0					NONE	NONE		NONE	C5851973;C5851974		Targeted genomic sequence analysis panel, solid organ neoplasm, DNA (523 genes) and RNA (55 genes) by next-generation sequencing, interrogation for sequence variants, gene copy number amplifications, gene rearrangements, microsatellite instability, and tumor mutational burden
0381U	SourceAtomCluster	0381U	False	False	CPT	5	0					NONE	NONE		NONE	C5851979;C5851980		Maple syrup urine disease monitoring by patient-collected blood card sample, quantitative measurement of allo-isoleucine, leucine, isoleucine, and valine, liquid chromatography with tandem mass spectrometry (LC-MS/MS)
0382U	SourceAtomCluster	0382U	False	False	CPT	5	0					NONE	NONE		NONE	C5851981;C5851982		Hyperphenylalaninemia monitoring by patient-collected blood card sample, quantitative measurement of phenylalanine and tyrosine, liquid chromatography with tandem mass spectrometry (LC-MS/MS)
0383U	SourceAtomCluster	0383U	False	False	CPT	5	0					NONE	NONE		NONE	C5851983;C5851984		Tyrosinemia type I monitoring by patient-collected blood card sample, quantitative measurement of tyrosine, phenylalanine, methionine, succinylacetone, nitisinone, liquid chromatography with tandem mass spectrometry (LC-MS/MS)
0384U	SourceAtomCluster	0384U	False	False	CPT	5	0					NONE	NONE		NONE	C5851985;C5851986		Nephrology (chronic kidney disease), carboxymethyllysine, methylglyoxal hydroimidazolone, and carboxyethyl lysine by liquid chromatography with tandem mass spectrometry (LC-MS/MS) and HbA1c and estimated glomerular filtration rate (GFR), with risk score reported for predictive progression to high-stage kidney disease
0385U	SourceAtomCluster	0385U	False	False	CPT	5	0					NONE	NONE		NONE	C5851987;C5851988		Nephrology (chronic kidney disease), apolipoprotein A4 (ApoA4), CD5 antigen-like (CD5L), and insulin-like growth factor binding protein 3 (IGFBP3) by enzyme-linked immunoassay (ELISA), plasma, algorithm combining results with HDL, estimated glomerular filtration rate (GFR) and clinical data reported as a risk score for developing diabetic kidney disease
0387U	SourceAtomCluster	0387U	False	False	CPT	5	0					NONE	NONE		NONE	C5851989;C5851990		Oncology (melanoma), autophagy and beclin 1 regulator 1 (AMBRA1) and loricrin (AMLo) by immunohistochemistry, formalin-fixed paraffin-embedded (FFPE) tissue, report for risk of progression
0388U	SourceAtomCluster	0388U	False	False	CPT	5	0					NONE	NONE		NONE	C5851991;C5851992		Oncology (non-small cell lung cancer), next-generation sequencing with identification of single nucleotide variants, copy number variants, insertions and deletions, and structural variants in 37 cancer-related genes, plasma, with report for alteration detection
0389U	SourceAtomCluster	0389U	False	False	CPT	5	0					NONE	NONE		NONE	C5851993;C5851994		Pediatric febrile illness (Kawasaki disease [KD]), interferon alpha-inducible protein 27 (IFI27) and mast cell-expressed membrane protein 1 (MCEMP1), RNA, using quantitative reverse transcription polymerase chain reaction (RT-qPCR), blood, reported as a risk score for KD
0390U	SourceAtomCluster	0390U	False	False	CPT	5	0					NONE	NONE		NONE	C5851996;C5851995		Obstetrics (preeclampsia), kinase insert domain receptor (KDR), Endoglin (ENG), and retinol-binding protein 4 (RBP4), by immunoassay, serum, algorithm reported as a risk score
0391U	SourceAtomCluster	0391U	False	False	CPT	5	0					NONE	NONE		NONE	C5851997;C5851998		Oncology (solid tumor), DNA and RNA by next-generation sequencing, utilizing formalin-fixed paraffin-embedded (FFPE) tissue, 437 genes, interpretive report for single nucleotide variants, splice-site variants, insertions/deletions, copy number alterations, gene fusions, tumor mutational burden, and microsatellite instability, with algorithm quantifying immunotherapy response score
0392U	SourceAtomCluster	0392U	False	False	CPT	16	0					NONE	NONE		NONE	C5852007;C5852008;C5851999;C5852002;C5852006;C5852005;C5852009;C5852000;C5852001;C5852004;C5852010;C5852011;C5852003		Drug metabolism (depression, anxiety, attention deficit hyperactivity disorder [ADHD]), gene-drug interactions, variant analysis of 16 genes, including deletion/duplication analysis of CYP2D6, reported as impact of gene-drug interaction for each drug
0393U	SourceAtomCluster	0393U	False	False	CPT	6	0					NONE	NONE		NONE	C5852012;C5852013;C5852014;C5852015		Neurology (eg, Parkinson disease, dementia with Lewy bodies), cerebrospinal fluid (CSF), detection of misfolded α-synuclein protein by seed amplification assay, qualitative
0394U	SourceAtomCluster	0394U	False	False	CPT	13	0					NONE	NONE		NONE	C5852017;C5852020;C5852022;C5852021;C5852016;C5852024;C5852026;C5852018;C5852019;C5852025;C5852023		Perfluoroalkyl substances (PFAS) (eg, perfluorooctanoic acid, perfluorooctane sulfonic acid), 16 PFAS compounds by liquid chromatography with tandem mass spectrometry (LC-MS/MS), plasma or serum, quantitative
0395T	SourceAtomCluster	0395T	False	False	CPT	4	0					NONE	NONE		NONE	C5416616;C4051827		High dose rate electronic brachytherapy, interstitial or intracavitary treatment, per fraction, includes basic dosimetry, when performed
0395U	SourceAtomCluster	0395U	False	False	CPT	5	0					NONE	NONE		NONE	C5852028;C5852027		Oncology (lung), multi-omics (microbial DNA by shotgun next-generation sequencing and carcinoembryonic antigen and osteopontin by immunoassay), plasma, algorithm reported as malignancy risk for lung nodules in early-stage disease
0398U	SourceAtomCluster	0398U	False	False	CPT	5	0					NONE	NONE		NONE	C5852030;C5852031		Gastroenterology (Barrett's esophagus), P16, RUNX3, HPP1, and FBN1 DNA methylation analysis using PCR, formalin-fixed paraffin-embedded (FFPE) tissue, algorithm reported as risk score for progression to high-grade dysplasia or cancer
0399U	SourceAtomCluster	0399U	False	False	CPT	5	0					NONE	NONE		NONE	C5852032;C5852033;C5852034		Neurology (cerebral folate deficiency), serum, detection of anti-human folate receptor IgG-binding antibody and blocking autoantibodies by enzyme-linked immunoassay (ELISA), qualitative, and blocking autoantibodies, using a functional blocking assay for IgG or IgM, quantitative, reported as positive or not detected
0400U	SourceAtomCluster	0400U	False	False	CPT	5	0					NONE	NONE		NONE	C5852035;C5852036		Obstetrics (expanded carrier screening), 145 genes by next-generation sequencing, fragment analysis and multiplex ligation-dependent probe amplification, DNA, reported as carrier positive or negative
0401U	SourceAtomCluster	0401U	False	False	CPT	8	0					NONE	NONE		NONE	C5852038;C5852037;C5852041;C5852039;C5852040		Cardiology (coronary heart disease [CHD]), 9 genes (12 variants), targeted variant genotyping, blood, saliva, or buccal swab, algorithm reported as a genetic risk score for a coronary event
0402U	SourceAtomCluster	0402U	False	False	CPT	8	0					NONE	NONE		NONE	C5852042;C5852046;C5852044;C5852045;C5852043		Infectious agent (sexually transmitted infection), Chlamydia trachomatis, Neisseria gonorrhoeae, Trichomonas vaginalis, Mycoplasma genitalium, multiplex amplified probe technique, vaginal, endocervical, or male urine, each pathogen reported as detected or not detected
0403U	SourceAtomCluster	0403U	False	False	CPT	5	0					NONE	NONE		NONE	C5852048;C5852047;C5944590		Oncology (prostate), mRNA, gene expression profiling of 18 genes, first-catch urine, algorithm reported as percentage of likelihood of detecting clinically significant prostate cancer
0404U	SourceAtomCluster	0404U	False	False	CPT	5	0					NONE	NONE		NONE	C5852051;C5852052		Oncology (breast), semiquantitative measurement of thymidine kinase activity by immunoassay, serum, results reported as risk of disease progression
0405U	SourceAtomCluster	0405U	False	False	CPT	5	0					NONE	NONE		NONE	C5852054;C5852053		Oncology (pancreatic), 59 methylation haplotype block markers, next-generation sequencing, plasma, reported as cancer signal detected or not detected
0406U	SourceAtomCluster	0406U	False	False	CPT	5	0					NONE	NONE		NONE	C5852055;C5852056		Oncology (lung), flow cytometry, sputum, 5 markers (meso-tetra [4-carboxyphenyl] porphyrin [TCPP], CD206, CD66b, CD3, CD19), algorithm reported as likelihood of lung cancer
0407U	SourceAtomCluster	0407U	False	False	CPT	5	0					NONE	NONE		NONE	C5852057;C5852058		Nephrology (diabetic chronic kidney disease [CKD]), multiplex electrochemiluminescent immunoassay (ECLIA) of soluble tumor necrosis factor receptor 1 (sTNFR1), soluble tumor necrosis receptor 2 (sTNFR2), and kidney injury molecule 1 (KIM-1) combined with clinical data, plasma, algorithm reported as risk for progressive decline in kidney function
